"";"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"BI.SP[1,1,9]";0,123;0,931291926479616;0;0;0;0;0;1,01949201966244;1200
"BI.SP[2,1,9]";0,15;1,04596702792764;0;0;0;0;0;1,0148026731726;2000
"BI.SP[3,1,9]";0,114;0,922729491702421;0;0;0;0;0;1,01375425850867;2000
"BI.SP[4,1,9]";0,144000000000001;1,01181811010872;0;0;0;0;0;1,04249973385674;1600
"BI.SP[5,1,9]";0,129;0,890929782833062;0;0;0;0;0;1,03014352377236;820
"BI.SP[6,1,9]";0,0750000000000003;0,666781297465167;0;0;0;0;0;1,00854856419384;2000
"BI.SP[7,1,9]";0,111000000000001;1,042219799781;0;0;0;0;0;1,08103179844429;1700
"BI.SP[8,1,9]";0,0900000000000001;0,729497143957076;0;0;0;0;0;1,02075223703895;1500
"BI.SP[9,1,9]";0,0840000000000003;0,822971835071317;0;0;0;0;0;1,04194343441742;2000
"BI.SP[10,1,9]";0,081;0,789779004176297;0;0;0;0;0;1,01973028173763;2000
"BI.SP[11,1,9]";0,102000000000001;0,798695785314251;0;0;0;0;0;1,03856438648673;640
"BI.SP[12,1,9]";0,114;0,862192372875051;0;0;0;0;0;1,00019891408941;2000
"BI.SP[13,1,9]";0,117;0,951190507569801;0;0;0;0;0;1,01231632424022;2000
"BI.SP[14,1,9]";0,0720000000000002;0,653474953427729;0;0;0;0;0;1,00138882773697;2000
"BI.SP[15,1,9]";0,0870000000000002;0,833533676101101;0;0;0;0;0;1,03657042083042;1100
"BI.SP[16,1,9]";0,105;0,786946403715764;0;0;0;0;0;1,01291510076827;2000
"BI.SP[17,1,9]";0,093;0,934766224222395;0;0;0;0;0;1,06392786650855;1300
"BI.SP[18,1,9]";0,123;0,891778354927461;0;0;0;0;0;1,01953325917818;1600
"BI.SP[19,1,9]";0,123;1,00567225692277;0;0;0;0;0;1,03784549031285;2000
"BI.SP[20,1,9]";0,137999999999999;0,938827299533387;0;0;0;0;0;1,01909668225545;2000
"BI.SP[21,1,9]";0,0959999999999999;0,884972083059058;0;0;0;0;0;1,06189380961954;1600
"BI.SP[22,1,9]";0,171;1,28280231949255;0;0;0;0;0;1,03522668163574;2000
"BI.SP[23,1,9]";0,144;1,12955829906007;0;0;0;0;0;1,01483404179927;2000
"BI.SP[24,1,9]";0,12;0,921968010565588;0;0;0;0;0;1,02862048882174;2000
"BI.SP[25,1,9]";0,102;0,775820177924139;0;0;0;0;0;1,00916925680781;2000
"BI.SP[26,1,9]";0,156;1,07900237398325;0;0;0;0;0;1,00548354487528;2000
"BI.SP[27,1,9]";0,111;0,893352136069255;0;0;0;0;0;1,00694987736266;2000
"BI.SP[28,1,9]";0,0780000000000001;0,755116613875158;0;0;0;0;0;1,04112322745201;2000
"BI.SP[29,1,9]";0,135;0,986033027116889;0;0;0;0;0;1,00783082510988;2000
"BI.SP[30,1,9]";0,105;0,913998192748864;0;0;0;0;0;1,01362787043664;2000
"BI.SP[31,1,9]";0,0780000000000002;0,755116613875158;0;0;0;0;0;1,05275378205227;900
"BI.SP[32,1,9]";0,0840000000000003;0,75447240791638;0;0;0;0;0;1,04225641658381;990
"BI.SP[33,1,9]";0,0839999999999993;0,777975978621223;0;0;0;0;0;1,01539368942479;1400
"BI.SP[34,1,9]";0,0959999999999999;0,843290916460559;0;0;0;0;0;1,01570966196884;2000
"BI.SP[35,1,9]";0,12;0,9022233667456;0;0;0;0;0;1,01345146447178;2000
"BI.SP[36,1,9]";0,117;0,892585768807329;0;0;0;0;0;1,00010061293441;2000
"BI.SP[37,1,9]";0,093;0,832885255557146;0;0;0;0;0;1,01801741651742;2000
"BI.SP[38,1,9]";0,150000000000001;1,2059133938873;0;0;0;0;0;1,07352397900973;2000
"BI.SP[39,1,9]";0,147000000000001;1,19879504285652;0;0;0;0;0;1,10300323063723;1400
"BI.SP[40,1,9]";0,144000000000001;1,12955829906007;0;0;0;0;0;1,05046857732014;1700
"BI.SP[41,1,9]";0,144;1,08067012726455;0;0;0;0;0;1,01657260910271;2000
"BI.SP[42,1,9]";0,135;0,929627400387805;0;0;0;0;0;1,02122908586029;1500
"BI.SP[43,1,9]";0,105;1,12588134561425;0;0;0;0;0;1,13152524056422;2000
"BI.SP[44,1,9]";0,0840000000000003;0,754472407916386;0;0;0;0;0;1,00314760876791;2000
"BI.SP[45,1,9]";0,132;1,08220219034632;0;0;0;0;0;1,05741640367815;2000
"BI.SP[46,1,9]";0,153;1,19804367797135;0;0;0;0;0;1,04201695171396;2000
"BI.SP[47,1,9]";0,117000000000001;0,988331624354839;0;0;0;0;0;1,06344743285891;1100
"BI.SP[48,1,9]";0,129;1,15500043853089;0;0;0;0;0;1,11625153027945;1100
"BI.SP[49,1,9]";0,132;1,06543116708021;0;0;0;0;0;1,07214571389089;1400
"BI.SP[50,1,9]";0,132;1,22283427406616;0;0;0;0;0;1,07145629715218;2000
"BI.SP[51,1,9]";0,144000000000001;1,06387495268826;0;0;0;0;0;1,01815487017917;940
"BI.SP[52,1,9]";0,102;0,820934203504314;0;0;0;0;0;1,00149756122498;2000
"BI.SP[53,1,9]";0,111;0,830676839695204;0;0;0;0;0;1,02573711841246;1300
"BI.SP[54,1,9]";0,09;0,822336986313726;0;0;0;0;0;1,02990740399628;2000
"BI.SP[55,1,9]";0,114;0,942044438368976;0;0;0;0;0;1,01344857298708;2000
"BI.SP[56,1,9]";0,108;0,942751499704519;0;0;0;0;0;1,05818063729948;2000
"BI.SP[57,1,9]";0,105;1,02542710631969;0;0;0;0;0;1,12378840927706;1700
"BI.SP[58,1,9]";0,108;1,05113673906973;0;0;0;0;0;1,06743349087962;2000
"BI.SP[59,1,9]";0,129;1,04014419672226;0;0;0;0;0;1,04871141856988;1000
"BI.SP[1,2,9]";1,11625;3,86798934955935;0;0;0;0;9,5;1,01238458114215;2000
"BI.SP[2,2,9]";1,045;3,78786205523318;0;0;0;0;9,5;1,00809089917936;1400
"BI.SP[3,2,9]";1,14;4,01580793324055;0;0;0;0;9,5;1,00640024756181;2000
"BI.SP[4,2,9]";1,3015;4,05642392231373;0;0;0;0;9,5;1,00772407336799;990
"BI.SP[5,2,9]";0,949999999999999;3,13722346758131;0;0;0;0;9,5;1,0099093509261;830
"BI.SP[6,2,9]";11,30025;4,48316565884668;9,5;9,5;9,5;9,5;28,5;1,00429976465118;1100
"BI.SP[7,2,9]";0,75525;2,9622389956642;0;0;0;0;9,5;1,00982928520177;2000
"BI.SP[8,2,9]";0,779;2,87085002916301;0;0;0;0;9,5;1,00105847289311;2000
"BI.SP[9,2,9]";0,6935;2,68214554085929;0;0;0;0;9,5;1,00200090256506;2000
"BI.SP[10,2,9]";0,77425;2,91116804516559;0;0;0;0;9,5;1,00311808669676;2000
"BI.SP[11,2,9]";0,893;3,15393003050457;0;0;0;0;9,5;1,0035573729232;2000
"BI.SP[12,2,9]";0,89775;3,20231124910872;0;0;0;0;9,5;1,00106904065072;2000
"BI.SP[13,2,9]";11,1815;4,61301937171982;9,5;9,5;9,5;9,5;19;1,00032030781301;2000
"BI.SP[14,2,9]";1,083;3,45243691619851;0;0;0;0;9,5;1,00303088396913;2000
"BI.SP[15,2,9]";0,779000000000001;3,03891864209245;0;0;0;0;9,5;1,00683999949752;1100
"BI.SP[16,2,9]";0,88825;3,26082097242511;0;0;0;0;9,5;1,01134617038376;1600
"BI.SP[17,2,9]";0,79325;2,90604576503787;0;0;0;0;9,5;1,00138772974624;2000
"BI.SP[18,2,9]";0,821750000000001;2,97498356316474;0;0;0;0;9,5;1,00452196919286;1500
"BI.SP[19,2,9]";0,997499999999999;3,58045438133038;0;0;0;0;9,5;1,00326924641112;2000
"BI.SP[20,2,9]";1,1115;3,69630208107196;0;0;0;0;9,5;1,0080927957605;2000
"BI.SP[21,2,9]";1,064;3,62408208868026;0;0;0;0;9,5;1,0060802896674;1500
"BI.SP[22,2,9]";1,20175;4,23360173248669;0;0;0;0;9,5;1,0111593249258;1100
"BI.SP[23,2,9]";10,65425;3,72582511987774;9,5;9,5;9,5;9,5;19;1,00269080433669;1900
"BI.SP[24,2,9]";1,13525;3,68294915723085;0;0;0;0;9,5;1,00255768460602;2000
"BI.SP[25,2,9]";0,8835;3,15660574508681;0;0;0;0;9,5;1,00378790743985;2000
"BI.SP[26,2,9]";0,86925;3,09561316186691;0;0;0;0;9,5;1,00052132630053;2000
"BI.SP[27,2,9]";0,850249999999999;3,02721521426487;0;0;0;0;9,5;1,0016192699113;2000
"BI.SP[28,2,9]";0,736250000000001;2,95176513228915;0;0;0;0;9,5;1,00260183497543;1600
"BI.SP[29,2,9]";0,92625;3,16578537428199;0;0;0;0;9,5;1,00277484909449;2000
"BI.SP[30,2,9]";0,71725;2,91026841865736;0;0;0;0;9,5;1,00669404575448;2000
"BI.SP[31,2,9]";0,850250000000002;3,18704856831337;0;0;0;0;9,5;1,01357845723519;1100
"BI.SP[32,2,9]";0,82175;3,03507953625529;0;0;0;0;9,5;1,00149733930347;2000
"BI.SP[33,2,9]";0,72675;2,79711840528549;0;0;0;0;9,5;1,00396222317592;2000
"BI.SP[34,2,9]";0,67925;2,69418331770029;0;0;0;0;9,5;1,00069539617009;2000
"BI.SP[35,2,9]";0,95475;3,32447040733481;0;0;0;0;9,5;1,00160846707385;2000
"BI.SP[36,2,9]";0,717249999999998;2,79957072345351;0;0;0;0;9,5;1,00775178754706;1800
"BI.SP[37,2,9]";0,81225;2,93175246631798;0;0;0;0;9,5;1,00371235377254;2000
"BI.SP[38,2,9]";1,045;3,37167007275922;0;0;0;0;9,5;1,00080497661719;2000
"BI.SP[39,2,9]";1,06875;3,50228945880075;0;0;0;0;9,5;1,00455106580787;2000
"BI.SP[40,2,9]";0,845500000000006;2,99104545710415;0;0;0;0;9,5;1,02643025668789;400
"BI.SP[41,2,9]";0,83125;2,97234181167354;0;0;0;0;9,5;1,00032711127833;2000
"BI.SP[42,2,9]";10,68275;3,71687166915975;9,5;9,5;9,5;9,5;19;1,00046759957619;2000
"BI.SP[43,2,9]";0,722000000000001;2,74129957532574;0;0;0;0;9,5;1,00278948056018;2000
"BI.SP[44,2,9]";0,688750000000001;2,75804311757803;0;0;0;0;9,5;1,00300156628649;2000
"BI.SP[45,2,9]";0,6745;2,68698896626918;0;0;0;0;9,5;1,0012029061094;2000
"BI.SP[46,2,9]";0,84075;3,14681834085404;0;0;0;0;9,5;1,00244963747575;2000
"BI.SP[47,2,9]";0,745749999999999;2,84020515459011;0;0;0;0;9,5;1,00810723403686;1200
"BI.SP[48,2,9]";0,874000000000002;3,15925061244224;0;0;0;0;9,5;1,00971803448752;1600
"BI.SP[49,2,9]";0,945250000000003;3,35421418724376;0;0;0;0;9,5;1,0261237297755;490
"BI.SP[50,2,9]";1,064;3,43213399678481;0;0;0;0;9,5;1,00061298962165;2000
"BI.SP[51,2,9]";0,8265;3,04122052162126;0;0;0;0;9,5;1,00081223790978;2000
"BI.SP[52,2,9]";0,916750000000002;3,19692111097463;0;0;0;0;9,5;1,00743316213768;1700
"BI.SP[53,2,9]";0,750499999999999;2,90963618711523;0;0;0;0;9,5;1,00805349612739;2000
"BI.SP[54,2,9]";0,779;2,94843274093445;0;0;0;0;9,5;1,01650651042036;1300
"BI.SP[55,2,9]";0,76475;2,97501391448781;0;0;0;0;9,5;1,0024261143409;2000
"BI.SP[56,2,9]";0,807499999999999;3,00153266668466;0;0;0;0;9,5;1,00941236194919;2000
"BI.SP[57,2,9]";0,779000000000002;3,02402568866126;0;0;0;0;9,5;1,0059925103052;600
"BI.SP[58,2,9]";0,750499999999999;2,79891348711493;0;0;0;0;9,5;1,00139110559524;1800
"BI.SP[59,2,9]";0,897749999999999;3,17398913687818;0;0;0;0;9,5;1,01127194742706;520
"BI.SP[1,3,9]";9,744;5,05561505870557;6;6;6;12;24;1,00278308550219;900
"BI.SP[2,3,9]";1,41;3,39906999610467;0;0;0;0;12;1,0101368863962;620
"BI.SP[3,3,9]";9,105;4,73203667415444;6;6;6;12;24;1,00189134467009;1300
"BI.SP[4,3,9]";1,959;4,0075365468811;0;0;0;0;12;1,00874553121553;580
"BI.SP[5,3,9]";7,677;3,46000821218888;6;6;6;6;18;1,00277728885603;900
"BI.SP[6,3,9]";1,389;3,20340598503411;0;0;0;0;12;1,01740759974146;330
"BI.SP[7,3,9]";1,227;2,88870962917023;0;0;0;0;6,14999999999918;1,00315064840023;2000
"BI.SP[8,3,9]";1,137;2,81232743342524;0;0;0;0;6;1,00152826916628;2000
"BI.SP[9,3,9]";10,563;5,13869965234964;6;6;12;12;24;1,00074833067882;2000
"BI.SP[10,3,9]";1,263;2,91669068333809;0;0;0;0;6;1,01023753106562;630
"BI.SP[11,3,9]";1,221;2,97717832777916;0;0;0;0;12;1,00232015442676;1400
"BI.SP[12,3,9]";1,086;2,70559866426379;0;0;0;0;6;1,00072311632991;2000
"BI.SP[13,3,9]";8,571;4,12704194764468;6;6;6;12;18;1,00116957954061;2000
"BI.SP[14,3,9]";1,365;3,052774920848;0;0;0;0;6;1,01306592771306;1000
"BI.SP[15,3,9]";1,065;2,71061777540877;0;0;0;0;6;1,00200700650903;2000
"BI.SP[16,3,9]";1,149;2,82662234777636;0;0;0;0;6;1,01369623781199;520
"BI.SP[17,3,9]";7,266;3,10387838526502;6;6;6;6;18;1,00131937845424;2000
"BI.SP[18,3,9]";1,188;2,87694184807387;0;0;0;0;6;1,00437750951565;1900
"BI.SP[19,3,9]";1,368;3,22641920562806;0;0;0;0;12;1,00276240404898;1600
"BI.SP[20,3,9]";1,503;3,48267936045856;0;0;0;0;12;1,00984035329691;800
"BI.SP[21,3,9]";1,419;3,48690668919165;0;0;0;0;12;1,00925454727981;2000
"BI.SP[22,3,9]";1,701;3,55118352837843;0;0;0;0;12;1,00535286748139;1000
"BI.SP[23,3,9]";7,782;3,67412923191415;6;6;6;6;18;1,00524319100296;600
"BI.SP[24,3,9]";13,299;5,95216877756157;6;12;12;18;30;1,00184591604861;1400
"BI.SP[25,3,9]";1,248;3,02904003634337;0;0;0;0;12;1,00974268541182;820
"BI.SP[26,3,9]";1,233;2,9782790455289;0;0;0;0;6;1,00588841236923;1400
"BI.SP[27,3,9]";1,089;2,72759947562867;0;0;0;0;6;1,00711569599547;1200
"BI.SP[28,3,9]";7,278;2,97441415572624;6;6;6;6;18;1,0005533001136;2000
"BI.SP[29,3,9]";1,293;3,00710364573091;0;0;0;0;12;1,00442177638294;1300
"BI.SP[30,3,9]";1,194;2,92414762275433;0;0;0;0;6;1,00449330405726;910
"BI.SP[31,3,9]";1,341;3,12163279321057;0;0;0;0;12;1,0035638818446;1700
"BI.SP[32,3,9]";1,155;2,79210904809757;0;0;0;0;6;1,00058534855678;2000
"BI.SP[33,3,9]";1,083;2,69680317666803;0;0;0;0;6;1,00841455771489;510
"BI.SP[34,3,9]";1,203;2,93583047028864;0;0;0;0;6;1,00995524844995;950
"BI.SP[35,3,9]";1,164;2,83639323142647;0;0;0;0;6;1,00293900184619;2000
"BI.SP[36,3,9]";1,125;2,73936617916111;0;0;0;0;6;1,00051216143991;2000
"BI.SP[37,3,9]";7,278;3,0164989031684;6;6;6;6;18;1,00465997071448;850
"BI.SP[38,3,9]";1,341;3,06927177268601;0;0;0;0;12;1,01021243774587;630
"BI.SP[39,3,9]";1,503;3,20813607388065;0;0;0;0;12;1,00031422060746;2000
"BI.SP[40,3,9]";10,65;5,40260067439963;6;6;12;12;24;1,00084516099158;2000
"BI.SP[41,3,9]";7,404;3,3048820134101;6;6;6;6;18;1,00121159517012;2000
"BI.SP[42,3,9]";7,656;3,55977527380587;6;6;6;6;18;1,0006697208093;2000
"BI.SP[43,3,9]";1,128;2,79347771762714;0;0;0;0;6;1,00598325140585;2000
"BI.SP[44,3,9]";0,957;2,51819809801188;0;0;0;0;6;1,00039825670416;2000
"BI.SP[45,3,9]";1,113;2,67110434075484;0;0;0;0;6;1,01100411951562;480
"BI.SP[46,3,9]";1,116;2,8175367356307;0;0;0;0;6;1,00779886449355;620
"BI.SP[47,3,9]";1,038;2,61648217832548;0;0;0;0;6;1,01032049420774;740
"BI.SP[48,3,9]";1,305;3,02581439886658;0;0;0;0;12;1,00707580337606;1900
"BI.SP[49,3,9]";1,209;2,8962930198149;0;0;0;0;12;1,01161017357843;540
"BI.SP[50,3,9]";1,599;3,2512281129015;0;0;0;0;12;1,00159672347977;1600
"BI.SP[51,3,9]";1,308;3,03343647839122;0;0;0;0;12;1,00199555554466;1400
"BI.SP[52,3,9]";1,257;3,04607785441339;0;0;0;0;12;1,00510048226128;890
"BI.SP[53,3,9]";1,137;2,76713923208874;0;0;0;0;6;1,01005510630138;670
"BI.SP[54,3,9]";1,188;2,82004119050737;0;0;0;0;6;1,01856658229331;700
"BI.SP[55,3,9]";7,287;3,03944898379011;6;6;6;6;18;1,00145840019525;1700
"BI.SP[56,3,9]";8,571;4,07875926460109;6;6;6;12;18;1,00429839204304;610
"BI.SP[57,3,9]";1,167;2,86988311862298;0;0;0;0;12;1,00458460659625;790
"BI.SP[58,3,9]";1,104;2,70496625139957;0;0;0;0;6;1,00702396958999;640
"BI.SP[59,3,9]";1,179;3,006073392088;0;0;0;0;6;1,00544236316246;2000
"BI.SP[1,4,9]";131,172;142,320996515006;0;48;96;168;552;1,01040326455618;630
"BI.SP[2,4,9]";216,864;134,27641856369;72;120;192;264;576;1,00128743750659;2000
"BI.SP[3,4,9]";207,9;120,589472635281;72;120;192;240;552;1,00173412433272;1400
"BI.SP[4,4,9]";184,992;140,345289682868;48;96;144;216;576;1,00118385727413;2000
"BI.SP[5,4,9]";149,736;108,487156085491;24;72;120;192;432,584320808282;1,00296004507491;850
"BI.SP[6,4,9]";171,372;109,006177757936;48;96;144;216;456;1,00218624912309;1200
"BI.SP[7,4,9]";181,62;107,241139172267;48;120;168;216;456;1,00399926132482;630
"BI.SP[8,4,9]";101,772;81,5485689669056;24;48;72;120;312;1,00371648300867;670
"BI.SP[9,4,9]";154,884;98,3010991650087;48;96;120;192;408;1,00333191431748;750
"BI.SP[10,4,9]";183,252;104,575391475486;72;120;168;216;480;1,00253871289313;990
"BI.SP[11,4,9]";154,02;97,7288855330593;48;96;120;192;408;1,00373580464561;670
"BI.SP[12,4,9]";110,472;91,8661467051673;24;48;96;144;360;1,00412430473612;610
"BI.SP[13,4,9]";134,736;95,2194500920785;24;72;120;168;384;1,00040924210511;2000
"BI.SP[14,4,9]";122,604;104,131075210103;24;48;96;144;408;1,00226235657072;1200
"BI.SP[15,4,9]";105,684;86,2470139640144;24;48;72;144;360;1,00257301871148;970
"BI.SP[16,4,9]";132,984;98,1822571639649;24;72;120;168;384;1,00363289752705;690
"BI.SP[17,4,9]";104,628;85,5949815493484;24;48;72;120;336;1,00185158044474;1400
"BI.SP[18,4,9]";134,1;94,3449441371512;24;72;120;168;384;1,00553214841541;450
"BI.SP[19,4,9]";189,936;109,688265834732;72;120;168;240;456;1,00240740800794;1100
"BI.SP[20,4,9]";212,772;127,802170221623;72;120;192;264;552;1,00177430277236;2000
"BI.SP[21,4,9]";204,804;124,178290002135;72;120;168;240;528;1,00201858759005;1800
"BI.SP[22,4,9]";246;153,000367830532;72;144;216;288;672;1,00070668251105;2000
"BI.SP[23,4,9]";232,212;144,493800161608;72;144;192;288;600;1,00113740838122;2000
"BI.SP[24,4,9]";210,66;129,685733967917;72;120;168;264;576;1,00208001755991;1400
"BI.SP[25,4,9]";178,668;116,464792104309;48;96;144;216;480;1,0018865242935;1300
"BI.SP[26,4,9]";147,228;102,843825493906;24;72;120;192;432;1,00109060029835;2000
"BI.SP[27,4,9]";153,732;96,9024211029205;48;96;120;192;432;1,00274535668316;930
"BI.SP[28,4,9]";118,104;97,9484871606937;24;48;96;144;384;1,00273734912808;920
"BI.SP[29,4,9]";146,748;109,858322040074;24;72;120;168;456;1,00442959985388;730
"BI.SP[30,4,9]";153,18;97,2352556816389;48;96;120;192;408;1,00448150310116;560
"BI.SP[31,4,9]";91,6079999999999;98,6454246070133;0;24;72;120;384;1,01156940969954;510
"BI.SP[32,4,9]";162,228;105,731819358282;48;96;144;192;432;1,0027037823065;1000
"BI.SP[33,4,9]";139,02;96,8261909589952;24;72;120;168;408;1,00198007041625;2000
"BI.SP[34,4,9]";128,724;93,4026865509095;24;72;96;168;384;1,00282271777291;2000
"BI.SP[35,4,9]";180,648;116,180794818;48;96;144;216;504;1,00198720818109;1300
"BI.SP[36,4,9]";186,216;108,061463917495;72;120;168;216;480;1,00470575552537;690
"BI.SP[37,4,9]";195,252;115,224158922509;72;120;168;240;528;1,00261903673384;1200
"BI.SP[38,4,9]";198,972;130,03435577893;48;120;168;240;528;1,00187171430631;2000
"BI.SP[39,4,9]";212,856;143,817471110078;48;120;168;264;624;1,00192455141425;1300
"BI.SP[40,4,9]";171,132;123,084253431222;48;96;144;216;504;1,0024661942814;1100
"BI.SP[41,4,9]";257,412;141,169071008152;96;168;216;312;648;1,00335012787504;750
"BI.SP[42,4,9]";284,796;161,718653362631;96;168;240;336;744;1,00275091518301;1200
"BI.SP[43,4,9]";181,752;105,917003837207;48;120;168;216;456,585118634115;1,00320035989584;780
"BI.SP[44,4,9]";69,42;79,0010644491076;0;24;48;96;288;1,01182626249956;460
"BI.SP[45,4,9]";105,528;86,5927847524581;24;48;72;120;360;1,00171021637021;1800
"BI.SP[46,4,9]";210,996;111,148121605667;72;144;192;240;504;1,00323746865877;930
"BI.SP[47,4,9]";137,028;98,935925601812;24;72;120;168;384;1,00325918291262;770
"BI.SP[48,4,9]";177,012;114,311177837906;48;96;144;216;504;1,00196360019641;1600
"BI.SP[49,4,9]";166,956;124,559944018239;48;96;144;216;504;1,00191626623653;1300
"BI.SP[50,4,9]";232,86;160,995988316874;72;120;192;288;672;1,00154953167057;2000
"BI.SP[51,4,9]";135,612;113,203891348788;24;72;96;168;456;1,0032990669248;860
"BI.SP[52,4,9]";215,304;128,68685922762;72;144;192;264;552;1,00260629393117;1200
"BI.SP[53,4,9]";222,6;118,649833086464;96;144;192;264;528;1,00332743986432;750
"BI.SP[54,4,9]";159,96;102,984840334242;48;96;144;192;456;1,00201558856846;2000
"BI.SP[55,4,9]";191,004;109,512576840485;72;120;168;216;456;1,00582545153155;450
"BI.SP[56,4,9]";128,364;104,997236696291;24;72;96;168;408;1,00323736893202;990
"BI.SP[57,4,9]";118,272;101,81153574328;24;48;96;144;384,582437633708;1,00405587617362;730
"BI.SP[58,4,9]";116,004;94,9429885222433;24;48;96;144;360;1,00160684765234;1600
"BI.SP[59,4,9]";185,052;121,453978240382;48;96;168;216;504;1,0020916732682;1200
"BI.SP[1,5,9]";8,57055;5,86407037459301;5,1;5,1;5,1;10,2;25,5;1,00573077022263;510
"BI.SP[2,5,9]";8,4405;5,62986477979;5,1;5,1;5,1;10,2;25,5;1,00517663431957;550
"BI.SP[3,5,9]";9,79965;6,07317022450289;5,1;5,1;10,2;10,2;25,5;1,00229019742126;1100
"BI.SP[4,5,9]";3,26655;5,84593650190393;0;0;0;5,1;15,4274999999993;1,02902255037862;1200
"BI.SP[5,5,9]";2,39445;4,51129805073347;0;0;0;5,1;15,3;1,00374526043686;1500
"BI.SP[6,5,9]";2,5653;4,51971567965427;0;0;0;5,1;15,3;1,00268079790183;2000
"BI.SP[7,5,9]";2,08335;4,04459975412715;0;0;0;5,1;10,3274999999993;1,00341827695884;2000
"BI.SP[8,5,9]";2,02725;3,87661276125828;0;0;0;5,1;15,3;1,00251231141822;1500
"BI.SP[9,5,9]";7,20885;3,79871317532583;5,1;5,1;5,1;10,2;20,4;1,0006340252868;2000
"BI.SP[10,5,9]";1,87425;3,63031562446945;0;0;0;5,1;10,2;1,00559006355134;2000
"BI.SP[11,5,9]";1,96605;3,7655905557584;0;0;0;5,1;10,2;1,0034887466034;2000
"BI.SP[12,5,9]";2,14965;3,89450811711015;0;0;0;5,1;10,2;1,00342381341879;1400
"BI.SP[13,5,9]";2,1624;3,95545940056713;0;0;0;5,1;15,3;1,00028258785516;2000
"BI.SP[14,5,9]";2,34345;4,18913732566338;0;0;0;5,1;15,3;1,00136890830935;2000
"BI.SP[15,5,9]";1,61925;3,30479882672803;0;0;0;1,275;10,2;1,01082764914755;770
"BI.SP[16,5,9]";7,1961;3,83810895235724;5,1;5,1;5,1;10,2;15,3;1,00124361917704;2000
"BI.SP[17,5,9]";1,9839;3,77866112928438;0;0;0;5,1;10,2;1,00098321708809;2000
"BI.SP[18,5,9]";2,2185;3,97040171706816;0;0;0;5,1;15,3;1,00256787195694;1400
"BI.SP[19,5,9]";7,61685;4,34045629605108;5,1;5,1;5,1;10,2;20,4;1,00341092847811;970
"BI.SP[20,5,9]";2,99115;4,85698690943461;0;0;0;5,1;15,3;1,0031258345564;1300
"BI.SP[21,5,9]";2,64945;4,58155814489106;0;0;0;5,1;15,3;1,00410882662162;1500
"BI.SP[22,5,9]";12,903;8,06114520592557;5,1;5,1;10,2;15,3;30,6;1,00180652954748;1400
"BI.SP[23,5,9]";2,958;5,11044952496096;0;0;0;5,1;15,3;1,02180452362783;1100
"BI.SP[24,5,9]";2,5704;4,44421526984044;0;0;0;5,1;15,3;1,0099828767707;1100
"BI.SP[25,5,9]";2,36895;4,45519755904779;0;0;0;5,1;15,3;1,00341361802993;2000
"BI.SP[26,5,9]";2,2134;4,00910924251993;0;0;0;5,1;10,2;1,00524389240792;1600
"BI.SP[27,5,9]";1,8054;3,63833610113085;0;0;0;5,1;10,2;1,00434090289511;1700
"BI.SP[28,5,9]";1,83345;3,58275091927622;0;0;0;5,1;10,2;1,01127617831936;1000
"BI.SP[29,5,9]";2,03745;3,78286234500553;0;0;0;5,1;10,3274999999993;1,00565823693426;1100
"BI.SP[30,5,9]";1,8309;3,56768123081113;0;0;0;5,1;10,2;1,00225459266474;2000
"BI.SP[31,5,9]";2,5194;4,42067243894027;0;0;0;5,1;15,3;1,007637345835;1300
"BI.SP[32,5,9]";1,6983;3,4677831347901;0;0;0;5,1;10,2;1,00308012402617;1200
"BI.SP[33,5,9]";6,78045;3,38737655974044;5,1;5,1;5,1;5,1;15,3;1,00328328289556;800
"BI.SP[34,5,9]";1,54275;3,38377930998895;0;0;0;0;10,2;1,00478661312983;1000
"BI.SP[35,5,9]";2,07825;3,96931602071902;0;0;0;5,1;10,2;1,00586311532875;970
"BI.SP[36,5,9]";1,48155;3,04845389223235;0;0;0;0;10,2;1,00412790641943;1700
"BI.SP[37,5,9]";1,6575;3,4310581210342;0;0;0;0;10,2;1,00282182092179;2000
"BI.SP[38,5,9]";2,04765;3,83885046126208;0;0;0;5,1;10,2;1,00223301228917;1500
"BI.SP[39,5,9]";2,5449;4,5741092277747;0;0;0;5,1;15,3;1,01357117092444;980
"BI.SP[40,5,9]";1,7646;3,53163036663278;0;0;0;5,1;10,2;1,00655210438418;1400
"BI.SP[41,5,9]";1,77225;3,57360185983639;0;0;0;5,1;10,2;1,00174637007057;1700
"BI.SP[42,5,9]";2,3205;4,27709323177041;0;0;0;5,1;15,3;1,00904240589919;630
"BI.SP[43,5,9]";1,5453;3,27115088677707;0;0;0;0;10,2;1,00016117865651;2000
"BI.SP[44,5,9]";1,32345;2,86380966553301;0;0;0;0;10,2;1,00049096947953;2000
"BI.SP[45,5,9]";1,57845;3,30486182061017;0;0;0;0;10,2;1,00672869481062;600
"BI.SP[46,5,9]";1,95585;3,73623681131906;0;0;0;5,1;10,2;1,00564545425871;2000
"BI.SP[47,5,9]";6,91815;3,52840054170324;5,1;5,1;5,1;10,2;15,3;1,00224184222171;1100
"BI.SP[48,5,9]";1,68555;3,44957040303317;0;0;0;5,1;10,2;1,00686476476398;1700
"BI.SP[49,5,9]";1,9176;3,5731658227682;0;0;0;5,1;10,2;1,00446164383629;2000
